,movie_url,username,date,score,review
0,https://www.metacritic.com/movie/sherpa/user-reviews/?filter=Positive%20Reviews,geewah,"Mar 30, 2021",10,"An absorbing and powerful documentary that shines a much needed light on all the good the Sherpas of Nepal do for foreigners and the complete lack of respect many show towards them for what they do.
Brilliant."
1,https://www.metacritic.com/movie/sherpa/user-reviews/?filter=Positive%20Reviews,Tyranian,"Dec 10, 2019",7,"Really strong mountain-climbing doco from the perspective of the Sherpas, powerful stuff."
2,https://www.metacritic.com/movie/sherpa/user-reviews/?filter=Positive%20Reviews,EpicLadySponge,"Oct 20, 2016",9,"Sherpa tries to do what no other documentary has never done. Trying to aim at the perfect type of audience and gives them love. If you probably wonder what you're going to do next, well... it's watching this."
3,https://www.metacritic.com/movie/sherpa/user-reviews/?filter=Positive%20Reviews,rnhj,"Oct 6, 2015",10,"This insanely beautiful & gut-wrenching drama is a true inside story of a fascinating time in a fascinating place. I just saw this in NYC, don't miss it!"
4,https://www.metacritic.com/movie/hard-to-be-a-god/user-reviews/?filter=Positive%20Reviews,jameslucasutley,"Sep 26, 2015",9,"A superb swan song of director Aleksei German, who died in February 2013 during the film’s post production. But, to call it a swan song somehow doesn’t fit. A swan is elegant and beautiful, yet Hard to be a God is a telling of ugliness and inelegance – dense, chaotic and frightening."
5,https://www.metacritic.com/movie/spotlight/user-reviews/?filter=Positive%20Reviews,Sunil1998,"Mar 15, 2025",9,The immaculate detailing of the horrific yet true  narrative makes this a masterpiece from McCarthy.
6,https://www.metacritic.com/movie/spotlight/user-reviews/?filter=Positive%20Reviews,MrFantastic512,"Jan 2, 2025",10,"From beginning to end, I am engaged in this incredibly important film. Very thorough, very well paced."
7,https://www.metacritic.com/movie/spotlight/user-reviews/?filter=Positive%20Reviews,drqshadow,"Sep 17, 2024",9,"A really great, slow-burn investigative piece that pays fealty to classics of the genre like All the President's Men. It's been a while since I've seen a picture with this much grit, restraint and respect for the story, and that makes the last half-hour feel transcendent, even if it's also strikingly bittersweet. Michael Keaton is excellent in another Best Picture winner, his second in as many years, and Mark Ruffalo shows tremendous passion and fire in a major ensemble effort.

There's nothing flashy or indulgent about Spotlight, a rarity nowadays, and that vacancy leaves room for us to observe and appreciate the difficult, compounded, thankless efforts of these masters of their profession. It's also, often, a stark reminder that 2001 (where the movie is set) wasn't just yesterday. The world has changed fundamentally over the ensuing years, and it's surprising how often this comes across, effectively, as a period piece. Essential viewing for a wide variety of reasons."
8,https://www.metacritic.com/movie/spotlight/user-reviews/?filter=Positive%20Reviews,AgentLvi,"Jun 27, 2023",7,"Decent movie. The story is so --so, scoring is great, visual is decent, and the voice is also great"
9,https://www.metacritic.com/movie/spotlight/user-reviews/?filter=Positive%20Reviews,Luka1998010,"Feb 26, 2022",10,"I am not Catholic (Orthodox) and not really someone who goes to church or has saint icons or crosses all over the place but this story truly reminds people how corrupt the world is.
Even someone considered to be the symbol of good does something unspeakable as sexual misconduct on children.
Like it was said in the movie ""Its the whole country, its the whole world!""
The casting is on point. Michael Keaton killed it."
10,https://www.metacritic.com/movie/spotlight/user-reviews/?filter=Positive%20Reviews,All_ButTrU4,"Jan 13, 2022",8,it should go unsaid that this film is a outstanding adaptation of a world breaking scandal. a scandal that exposes the violence of religious leaders ideation and the vulnerability of the youngest children around them. unfurling realistically through seemingly mundane but undoubtedly powerful performances from the star studded cast a very important story is given an essential **** every one should see.
11,https://www.metacritic.com/movie/spotlight/user-reviews/?filter=Positive%20Reviews,Instant_Palmer,"Sep 22, 2021",10,"Flawless! #2 Greatest Film All-Time Behind ‘The Godfather’

Tom McCarthy's 'Spotlight' portrays the Boston Globe's investigative articles on the Catholic Church's cover-up of pedophile abuse by a significant percentage of its priests in the Boston area.

The movie wastes no time in it's 2 hours and 9 minutes with on-the-edge-of-your-seat pacing. Every interaction is meaningful, every character believable, as layer after layer of the Catholic churches systemic cover-up is unfolded. It is the best newspaper movie ever produced (#2 All-Time Greatest Film).

But the underlying relationships of the ""Spotlight"" investigative team that thrives as a proxy family is the element that makes this movie so appealing.

Idealic respect shared between the characters and the professional bond that the diverse personalities have for each other is laid out by McCarthy over the course of the movie. Like close siblings whose love and common bond allow for overlooking each others idiosyncrasies and grow stronger under duress, the characters navigate the religious, social, community, political and legal challenges of bringing such an impacting story to press.

'Spotlight' is flawless in execution. Every facet (writing, casting, acting, direction, cinematography, and editing), mixes together to yield 2015's Best Picture, and resides at the very top of my list of best films since 2000, #2 All-Time, and the ONLY film to ever make my ""Top 100 Greatest Films of All Time"" in its first year of release (moved up into Top 25 the next year and just became eligible (min. 5 years from release date) for my Top 5 List>
1. The Godfather
2. Spotlight
3. Lawrence of Arabia
4) The Shawshank Redemption
5) Citizen Kane

Starring:

Michael Keaton
Mark Ruffalo
Rachel McAdams
Liev Schreiber
John Slattery
Brian d'Arcy James
Stanley Tucci

71 Awards:

2015 Awards include: Academy Awards for Best Picture and Original Screenplay (out of 6 total Oscar nominations); Critic's Choice Awards for Best Picture, Original Screenplay, and Best Acting Ensemble; SAG Award for Outstanding Cast/Ensemble.

Gross Sales/Theatre Attendance:

Distributed/opened in November, 2015 primarily through ""Art Movie"" houses, and in a blockbuster year that included Stars Wars, 007, and Jurassic franchise films, Spotlight barely cracked the top 100 domestically In 2015.

Since 2015, however, its rental/pay-for-view and at-large streaming numbers have done quite well, with a 300% increase in gross revenue via both positive word of mouth testimonials and critics' praises, making the film financially relevant.

'Spotlight' continues to return profits to it's investors, and gives evidence that great films are in high demand by audiences, can succeed financially, and make excellent investments for the movie industry at large."
12,https://www.metacritic.com/movie/spotlight/user-reviews/?filter=Positive%20Reviews,AJ_13,"Jan 11, 2021",8,A really well made journalism movie. It has an amazing cast and narrates an interesting yet sad story. It makes you feel like you are a reporter.
