,movie_url,username,date,score,review
0,https://www.metacritic.com/movie/love-friendship/user-reviews/?filter=Positive%20Reviews,DawdlingPoet,"Nov 26, 2021",7,[SPOILER ALERT: This review contains spoilers.]
1,https://www.metacritic.com/movie/love-friendship/user-reviews/?filter=Positive%20Reviews,amheretojudge,"Jun 4, 2018",7,"not so lovable but surely a trustworthy friend..

Love & Friendship

It's a bit cheesy, ridiculous and ironic tale retold in a light manner and keeps it all on surface despite of possessing such a deep and layered concept. Having said that, it doesn't suggest in any way that it doesn't lacks issues; it is chalky around the edges and volatile on emotions. The screenplay is fast paced and well structured; something that is unfamiliar to such genre, and that is what hooks the audience and keeps them on the edge of the seat. The technical aspects like production, costume and make-up design along with background score, is not one of its strength. The adaptation by Whit Stillman is smart and finely edited which latter also helps him on executing the anticipated vision as it grows effortless. It is quite difficult to portray such manipulative dislikeable character (addition to that she is hilarious too in her brutal sarcastic nature) and still mark an impression; is one of the main reason why Kate Beckinsale seems an appropriate choice. The tone of the feature is poised and visually rich that may come off a bit pretentious as it lacks proper technical aspects that should have actually been supportive and instead falls against it. Love & Friendship is not so lovable but surely a trustworthy friend that has an immensely powerful central character that changes one's perspective through its twisted yet somewhat justifying act."
2,https://www.metacritic.com/movie/love-friendship/user-reviews/?filter=Positive%20Reviews,nutterjr,"Dec 29, 2016",8,"Genuinely fun, witty and at times laugh out funny in ways I did not think a Jane Austen's story could be imagine.  Lady Vernon is devilishly charming and deceitfully charming played by Kate Beckinsale who even though has not impressed me before is delightful here, whilst Tom Bennet's preposterous upper class twit Sir James is the film's true scene-stealer. The script and dialogue are so tight and full of brilliant one-liners that the film screams for a second viewing which I will gladly oblige should the opportunity arise."
3,https://www.metacritic.com/movie/love-friendship/user-reviews/?filter=Positive%20Reviews,marcmyworks,"Dec 15, 2016",9,A beautiful and hilarious film. Kate Beckinsale truly proves that she can act beyond the 'Underworld' films. This is a tale of a manipulative mother trying to marry off her daughter (as well herself) while sponging off her relatives in the meantime.
4,https://www.metacritic.com/movie/love-friendship/user-reviews/?filter=Positive%20Reviews,tethysdust,"Sep 14, 2016",7,"This was not really the kind of movie I normally watch, but it was pretty funny.  Things did not go as I expected for the main character, which is always a nice surprise."
5,https://www.metacritic.com/movie/love-friendship/user-reviews/?filter=Positive%20Reviews,smiyamot,"Sep 9, 2016",7,"An English talky movie about life in the 1800's, that is, how the upper class schemed to find suitable rich spouses.  Pretty (or handsome) but poor upper class looked for a match with rich but not pretty or smart types.  Seems so petty now but that was life back then, oh wait, maybe that's life now, not sure, ask the Kardashians.  The movie itself was done in a distinctive style, giving each actor an introduction and close up as they appeared in the movie; a nice touch.  You have to be in the mood for this movie or you'll snooze through it."
6,https://www.metacritic.com/movie/love-friendship/user-reviews/?filter=Positive%20Reviews,BrianMcCritic,"Sep 4, 2016",7,"Normally not my cup of tea, but Love & Friendship works because of the incredible wit and charm of the writing and the performances of this great cast.  B+"
7,https://www.metacritic.com/movie/love-friendship/user-reviews/?filter=Positive%20Reviews,Thomass,"Aug 21, 2016",10,"Love and Friendship, oddly named,is really quite excellent. It's one of those movies you have to play close attention to in order to get the machinations going on and the success or lack of. A great change of pace from bullets,car chases and superheroes."
8,https://www.metacritic.com/movie/love-friendship/user-reviews/?filter=Positive%20Reviews,jhep,"Jun 29, 2016",9,"This film works so well because it’s a kind of cautionary tale about toxic agendas and the people who become “possessed” by them. The film is a kind of horror story in which all the horror is just below the surface where (as Freud and Jung etc. have observed) it can do the most damage.

Kate Beckinsale, the delightful star of the film, and director Whit Stillman succeed so brilliantly in concocting their sardonic vision of 18th century English society that in many ways the result invites comparison with Alexander MacKendrick’s great and scathing 1957 muck-raking classic “Sweet Smell of Success”.

Beckinsale’s inspired, in fact jaw-dropping performance here as a sort of wayward 18th century Soccer Mom run amok and gone dangerously to seed is a challenge to describe in mere words. But begin by thinking Anne Bancroft’s Mrs. Robinson in “The Graduate” meets Nancy Reagan on a  Bad Hair day and you are on the right **** fact all of “Love and Friendship” feels VERY CONTEMPORARY and can be seen as a political metaphor for the emergence of today’s neoliberal social and economic environment complete with 1%-Push Coming Austerity-Shove !…..In a world in which the Looking-Out-for- Number-One lifestyle has become the order of the day and successfully implanted into our DNA, Kate Beckinsale’s sociopathic Lady Susan could easily be running for political office on a “Let them eat cake” ticket.

The film has a few momentary missteps and unfortunately these come in first five minutes and can have the effect of setting off considerable alarm bells……Happily this lapse in creative judgment is momentary and film quickly finds its own rhythm and soon moves from strength to strength. (The early lapses consist of a few “goofy” shots in which we are rapidly shown the names and faces of a dozen or so characters in the story. However, these shots which are intended as a sort of parody of early silent movies. are done so rapidly as to be meaningless as information and (more grievous artistically) don’t really work as parody because they’re out of place with the very traditional and very solid narrative that follows.

Whit Stillman is an extremely interesting filmmaker and his films “Metropolitan” and “The Last Days of Disco” are two of the most original American films of recent memory. Even more good news here is that both Kate Beckinsale and Chloe Sevigny who star here also starred in “The Last Days of Disco” and each instinctively understands “the Stillman universe”. In fact Beckinsale’s performance here is nothing short of mesmerizing and you can’t wait to see what she will say or do next !……But anyone deciding to see the film should go prepared for a more sombre Jane Austen story than usual (the Nancy Reagan/Mrs. Robinson angle) so maybe think Jane Austen with a hefty dollop of Henry James ……. but let me qualify this statement by pointing out that the note of moral seriousness is always present in Jane Austen’s work (and Whit Stillman’s for that matter) and that Austen has a knack of making her “sunshine” so welcome precisely because her “clouds” are real clouds and portend real downpours !……In fact Whit Stillman‘s “Love and Friendship” works so well because he understands this so thoroughly."
9,https://www.metacritic.com/movie/love-friendship/user-reviews/?filter=Positive%20Reviews,RAISEDbyWOLVES,"Jun 5, 2016",9,"Lady Susan manhandles,manipulates and seduces, and that includes the audience. She is impossible to ignore and Sir James Martin is simple and simply hilarious. I didn't think Jane Austen was this funny.Kate Beckinsale and Tom Bennett should be remembered when it comes to award season."
10,https://www.metacritic.com/movie/love-friendship/user-reviews/?filter=Positive%20Reviews,nameless,"Jun 4, 2016",7,"It's a very good movie but you have to pay attention. The pacing was a little too regular for me, started to lose focus in the middle. The ending is left a bit ambiguous which threw things off for me. We were led through most of the film and our job was to keep up and then it ended like some art film. Can't agree with the negative reviews."
11,https://www.metacritic.com/movie/love-friendship/user-reviews/?filter=Positive%20Reviews,Bikerjames,"May 31, 2016",8,"Kate Beckinsale shines as the scheming Lady Susan.  Tom Bennett is hilarious as the silly Sir James Martin and the rest of the cast great as well.  The dialogue is quick and occasionally difficult to follow, but you can still keep up with the movie even if you miss a phrase here and there.  Costumes and locations were excellent.  Most of the movie takes place indoors, which makes it feel like you are watching a play.  Thoroughly entertaining."
12,https://www.metacritic.com/movie/love-friendship/user-reviews/?filter=Positive%20Reviews,GinaK,"May 30, 2016",9,"I didn’t expect to like this movie, but I really loved it. It is beautiful to look at, full of excellent performances, especially Kate Beckinsale and Chloe Sevigny, and it has a brilliantly witty script. I saw a quote from a review in an ad for this film that said it was “screamingly funny” – and believe it or not – it is. The only problem is that you have to have a little patience with it – there are many characters and Whit Stillman does his best to present them as quickly and economically as possible – but once you catch on to who is who and what exactly they are after, the film is very, very funny."
